[Received] 12.229847431182861 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '12.062389135360718'}
[Received] 51.110419511795044 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '51.01300001144409'}
[Received] 54.25400686264038 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '54.156683921813965'}
[Received] 59.008002042770386 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '58.91051959991455'}
[Received] 64.0281913280487 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '63.931877851486206'}
[Received] 64.95082020759583 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '64.85300016403198'}
[Received] 65.43458580970764 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '65.33300018310547'}
[Received] 66.0462577342987 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '65.94100022315979'}
[Received] 66.49789476394653 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '66.38900017738342'}
[Received] 67.05810379981995 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '66.94800019264221'}
[Received] 69.26846432685852 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '69.17322182655334'}
[Received] 72.28639125823975 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '72.18099999427795'}
[Received] 72.67697310447693 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '72.58100008964539'}
[Received] 73.11454701423645 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '73.01200008392334'}
[Received] 73.85059642791748 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '73.47699999809265'}
[Received] 74.08495616912842 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '73.98800015449524'}
[Received] 74.40279126167297 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '74.30706930160522'}
[Received] 76.00844287872314 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '75.90900015830994'}
[Received] 76.72716951370239 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '76.35600018501282'}
[Received] 76.91898465156555 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '76.82000017166138'}
[Received] 77.36940383911133 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '77.26900005340576'}
[Received] 77.8431408405304 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '77.70100021362305'}
[Received] 79.54304814338684 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '79.44215846061707'}
[Received] 82.70144271850586 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '82.60359144210815'}
[Received] 86.0190851688385 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '85.92400002479553'}
[Received] 86.54864001274109 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '86.4520001411438'}
[Received] 87.23081874847412 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '87.12400007247925'}
[Received] 87.77917575836182 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '87.66800022125244'}
[Received] 88.36291766166687 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '88.25999999046326'}
[Received] 88.96179008483887 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '88.85199999809265'}
[Received] 89.55310606956482 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '89.46000003814697'}
[Received] 90.2238826751709 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '90.11600017547607'}
[Received] 90.45763278007507 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '90.34861040115356'}
[Received] 90.94538021087646 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '90.8360002040863'}
[Received] 95.8705689907074 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '95.77744030952454'}
[Received] 100.98925971984863 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '100.86754059791565'}
[Received] 106.05079531669617 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '105.96264505386353'}
[Received] 109.47225594520569 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '109.36400008201599'}
[Received] 110.24428749084473 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '110.132000207901'}
[Received] 110.85208940505981 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '110.75600004196167'}
[Received] 113.29103994369507 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '113.1864972114563'}
[Received] 119.46750068664551 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '119.3615505695343'}
[Received] 132.82652473449707 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '132.63787651062012'}
