[Received] 3.6055572032928467 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '3.512402296066284'}
[Received] 8.578986406326294 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '8.487439632415771'}
[Received] 9.859957456588745 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '9.649999856948853'}
[Received] 10.312400102615356 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '10.15999984741211'}
[Received] 10.75505518913269 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '10.655999898910522'}
[Received] 11.252264738082886 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '11.151999950408936'}
[Received] 11.782841682434082 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '11.648000001907349'}
[Received] 12.236787796020508 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '12.128000020980835'}
[Received] 12.706724166870117 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '12.608000040054321'}
[Received] 13.22269892692566 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '13.121000051498413'}
[Received] 13.708761215209961 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '13.599999904632568'}
[Received] 14.16068148612976 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '14.060216903686523'}
[Received] 14.216418504714966 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '14.111999988555908'}
[Received] 14.85806155204773 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '14.751999855041504'}
[Received] 19.228196382522583 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '19.135406255722046'}
[Received] 24.669327974319458 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '24.562939405441284'}
[Received] 29.78362464904785 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '29.693063497543335'}
[Received] 34.97427773475647 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '34.87944769859314'}
[Received] 38.306811571121216 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '38.20704984664917'}
[Received] 39.63392472267151 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '39.53600001335144'}
[Received] 40.072288513183594 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '39.96799993515015'}
[Received] 40.57322549819946 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '40.480000019073486'}
[Received] 41.058781147003174 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '40.96000003814697'}
[Received] 41.54248666763306 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '41.44000005722046'}
[Received] 42.01115012168884 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '41.919999837875366'}
