[Received] 8.003467082977295 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '7.776722192764282'}
[Received] 64.004962682724 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '63.91542458534241'}
[Received] 64.39528441429138 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '64.3199999332428'}
[Received] 64.85732007026672 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '64.7720000743866'}
[Received] 65.24253392219543 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '65.15700006484985'}
[Received] 65.6259331703186 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '65.53999996185303'}
[Received] 67.3355360031128 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '67.26200008392334'}
[Received] 67.72431969642639 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '67.65300011634827'}
[Received] 68.14379692077637 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '68.03999996185303'}
[Received] 68.52990198135376 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '68.44099998474121'}
[Received] 68.91193890571594 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '68.83800005912781'}
[Received] 69.07505989074707 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '69.00692963600159'}
[Received] 69.35286498069763 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '69.26099991798401'}
[Received] 69.78454518318176 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '69.6930000782013'}
[Received] 70.16788363456726 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '70.07699990272522'}
[Received] 70.56574320793152 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '70.49600005149841'}
[Received] 70.95350790023804 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '70.88199996948242'}
[Received] 76.71092224121094 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '76.64340662956238'}
[Received] 77.41390538215637 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '77.34500002861023'}
[Received] 77.77455997467041 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '77.68499994277954'}
[Received] 78.19868850708008 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '78.13000011444092'}
[Received] 78.62685370445251 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '78.55800008773804'}
[Received] 79.12585210800171 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '79.06355953216553'}
[Received] 79.21289873123169 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '79.14199995994568'}
[Received] 79.58856129646301 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '79.5'}
[Received] 84.20136857032776 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '84.14375138282776'}
[Received] 89.30237150192261 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '89.23894810676575'}
[Received] 94.433753490448 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '94.37413716316223'}
[Received] 97.34779357910156 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '97.28600001335144'}
[Received] 97.73811054229736 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '97.67700004577637'}
[Received] 98.09038925170898 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '98.02999997138977'}
[Received] 98.46285700798035 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '98.40199995040894'}
[Received] 98.8276584148407 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '98.76800012588501'}
[Received] 99.21508860588074 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '99.15400004386902'}
[Received] 100.27747964859009 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '100.22433066368103'}
[Received] 105.34861516952515 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '105.29842281341553'}
[Received] 117.66694259643555 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '117.60999989509583'}
