[Received] 7.020274639129639 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '6.915266275405884'}
[Received] 50.450934648513794 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '50.341166734695435'}
[Received] 55.196136474609375 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '55.08505344390869'}
[Received] 58.624918699264526 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '58.51640558242798'}
[Received] 60.83638048171997 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '60.72200012207031'}
[Received] 61.26867699623108 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '61.15400004386902'}
[Received] 61.829938650131226 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '61.71399998664856'}
[Received] 64.56651091575623 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '64.4627537727356'}
[Received] 68.1015055179596 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '67.98600006103516'}
[Received] 68.54906558990479 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '68.43499994277954'}
[Received] 69.0133056640625 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '68.89800000190735'}
[Received] 69.34656071662903 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '69.23399996757507'}
[Received] 69.64343881607056 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '69.53285932540894'}
[Received] 69.76377272605896 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '69.65000009536743'}
[Received] 70.17855620384216 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '70.06500005722046'}
[Received] 73.11916089057922 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '72.91400003433228'}
[Received] 73.36354517936707 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '73.24900007247925'}
[Received] 73.68530869483948 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '73.5699999332428'}
[Received] 74.09749865531921 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '73.98499989509583'}
[Received] 74.48142385482788 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '74.37000012397766'}
[Received] 74.73536324501038 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '74.63145709037781'}
[Received] 74.99325442314148 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '74.88199996948242'}
[Received] 75.42343163490295 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '75.29800009727478'}
[Received] 79.82551097869873 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '79.71862721443176'}
[Received] 83.35705804824829 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '83.25339603424072'}
[Received] 87.6698260307312 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '87.55399990081787'}
[Received] 88.09758424758911 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '87.98600006103516'}
[Received] 88.61452627182007 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '88.49699997901917'}
[Received] 89.13828086853027 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '89.02500009536743'}
[Received] 89.71645474433899 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '89.60199999809265'}
[Received] 90.26011943817139 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '90.14499998092651'}
[Received] 90.78765892982483 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '90.67400002479553'}
[Received] 91.33347129821777 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '91.21799993515015'}
[Received] 91.59353613853455 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '91.36825156211853'}
[Received] 91.85738825798035 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '91.74500012397766'}
[Received] 92.33951044082642 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '92.22499990463257'}
[Received] 93.07508683204651 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '92.96099996566772'}
[Received] 96.55597686767578 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '96.4473865032196'}
[Received] 101.64429688453674 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '101.53865766525269'}
[Received] 105.31434392929077 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '105.20099997520447'}
[Received] 105.79465818405151 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '105.68099999427795'}
[Received] 106.26306915283203 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '106.14499998092651'}
[Received] 106.75335121154785 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '106.64100003242493'}
[Received] 107.21904349327087 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '107.10500001907349'}
[Received] 110.06874346733093 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '109.95868372917175'}
[Received] 116.07265758514404 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '115.96760630607605'}
[Received] 132.9016945362091 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '132.7963902950287'}
