[Received] 7.020274639129639 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '6.915266275405884'}
[Received] 12.541276216506958 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '12.43661904335022'}
[Received] 14.500491619110107 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '14.339999914169312'}
[Received] 14.943766832351685 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '14.83299994468689'}
[Received] 15.490482568740845 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '15.378000020980835'}
[Received] 15.98776125907898 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '15.874000072479248'}
[Received] 16.563992977142334 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '16.450000047683716'}
[Received] 17.060192823410034 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '16.94600009918213'}
[Received] 17.795997619628906 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '17.681999921798706'}
[Received] 18.632476329803467 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '18.515000104904175'}
[Received] 19.380916833877563 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '19.26699995994568'}
[Received] 19.426954984664917 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '19.32180953025818'}
[Received] 20.179208040237427 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '20.066999912261963'}
[Received] 21.075992822647095 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '20.961999893188477'}
[Received] 25.667335748672485 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '25.562202215194702'}
[Received] 30.932533025741577 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '30.764586925506592'}
[Received] 36.07174253463745 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '35.96590065956116'}
[Received] 39.27735376358032 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '39.17475414276123'}
[Received] 40.39151668548584 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '40.2739999294281'}
[Received] 41.03213357925415 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '40.914000034332275'}
[Received] 41.62007021903992 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '41.50600004196167'}
[Received] 42.24461007118225 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '42.13000011444092'}
[Received] 42.82349896430969 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '42.706000089645386'}
[Received] 43.47280240058899 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '43.36199998855591'}
[Received] 44.147467374801636 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '44.03399991989136'}
[Received] 44.803343772888184 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '44.69000005722046'}
[Received] 45.316322803497314 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '45.09107065200806'}
[Received] 45.55617904663086 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '45.444000005722046'}
[Received] 46.16213583946228 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '46.049999952316284'}
[Received] 47.25256538391113 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '47.13800001144409'}
