[Received] 5.411287784576416 -> {'Location': 'entrance', 'Entity_Id': 92570, 'Timestamp': '5.340203523635864'}
[Received] 43.997342348098755 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '43.907999992370605'}
[Received] 44.59736895561218 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '44.48399996757507'}
[Received] 45.17228674888611 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '45.092000007629395'}
[Received] 45.777179479599 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '45.700000047683716'}
[Received] 46.39138126373291 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '46.30800008773804'}
[Received] 46.96020698547363 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '46.88499999046326'}
[Received] 47.55233645439148 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '47.4760000705719'}
[Received] 48.1093316078186 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '48.00399994850159'}
[Received] 48.64145517349243 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '48.56500005722046'}
[Received] 49.22788596153259 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '49.1560001373291'}
[Received] 49.5683913230896 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '49.49867534637451'}
[Received] 49.76360511779785 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '49.68400001525879'}
[Received] 50.301395416259766 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '50.2279999256134'}
[Received] 52.55276393890381 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '52.46799993515015'}
[Received] 58.49040365219116 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '58.4188027381897'}
[Received] 63.241901874542236 -> {'Location': 'bathroom', 'Entity_Id': 103068, 'Timestamp': '63.17144703865051'}
[Received] 67.83056592941284 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '67.745285987854'}
[Received] 68.7513177394867 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '68.67600011825562'}
[Received] 69.23112964630127 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '69.1560001373291'}
[Received] 69.75871539115906 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '69.68400001525879'}
[Received] 70.32138752937317 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '70.24399995803833'}
[Received] 70.85657048225403 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '70.7720000743866'}
[Received] 71.35792541503906 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '71.28399991989136'}
[Received] 71.9795310497284 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '71.84400010108948'}
[Received] 72.44742441177368 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '72.32400012016296'}
[Received] 72.87448143959045 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '72.7720000743866'}
[Received] 76.96981287002563 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '76.89665746688843'}
[Received] 80.30787467956543 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '80.2279999256134'}
[Received] 80.88287663459778 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '80.66000008583069'}
[Received] 81.23042607307434 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '81.13899993896484'}
[Received] 81.64937233924866 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '81.57200002670288'}
[Received] 82.03386807441711 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '81.96554565429688'}
[Received] 82.0957179069519 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '82.01999998092651'}
[Received] 82.62588596343994 -> {'Location': 'kitchen_tp', 'Entity_Id': 123, 'Timestamp': '82.4520001411438'}
[Received] 87.11422824859619 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '87.04563856124878'}
[Received] 88.84468269348145 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '88.74000000953674'}
[Received] 89.13155913352966 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '89.05999994277954'}
[Received] 89.55124473571777 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '89.4760000705719'}
[Received] 89.95238876342773 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '89.87599992752075'}
[Received] 90.40684914588928 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '90.3069999217987'}
[Received] 90.78780198097229 -> {'Location': 'dinner_tp', 'Entity_Id': 123, 'Timestamp': '90.70799994468689'}
[Received] 92.21957755088806 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '92.1332836151123'}
[Received] 96.4320878982544 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '96.36465764045715'}
[Received] 97.2920355796814 -> {'Location': 'kitchen', 'Entity_Id': 92614, 'Timestamp': '97.22229886054993'}
[Received] 101.60706233978271 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '101.53614830970764'}
[Received] 103.67525124549866 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '103.58800005912781'}
[Received] 104.08205509185791 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '104.00399994850159'}
[Received] 104.54537463188171 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '104.46799993515015'}
[Received] 105.07551145553589 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '104.99600005149841'}
[Received] 105.55037140846252 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '105.47500014305115'}
[Received] 106.08597826957703 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '106.00399994850159'}
[Received] 106.58950209617615 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '106.51500010490417'}
[Received] 107.10417366027832 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '107.02699995040894'}
[Received] 107.69745635986328 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '107.62000012397766'}
[Received] 107.99961400032043 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '107.89002299308777'}
[Received] 108.27068901062012 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '108.1949999332428'}
[Received] 108.7708306312561 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '108.69099998474121'}
[Received] 118.24722695350647 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '118.17759728431702'}
[Received] 123.41134715080261 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '123.34149765968323'}
[Received] 128.68733072280884 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '128.5903697013855'}
[Received] 133.83700847625732 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '133.6882529258728'}
[Received] 141.1701741218567 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '141.09100008010864'}
[Received] 141.48824334144592 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '141.41100001335144'}
[Received] 141.92238211631775 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '141.8270001411438'}
[Received] 143.03301620483398 -> {'Location': 'room_tp', 'Entity_Id': 123, 'Timestamp': '142.94700002670288'}
[Received] 145.47149085998535 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '145.40059447288513'}
[Received] 151.4977355003357 -> {'Location': 'bedroom', 'Entity_Id': 92626, 'Timestamp': '151.42571187019348'}
[Received] 160.4724485874176 -> {'Location': 'room2', 'Entity_Id': 92721, 'Timestamp': '160.40330958366394'}
[Received] 166.8345820903778 -> {'Location': 'room1', 'Entity_Id': 92630, 'Timestamp': '166.76592683792114'}
