TIMESTAMP;ENTITY_ID;LOCATION
2013-10-20 02:14:02.597;Ch101;kitchen
2013-10-20 02:14:07.805;Ch101;kitchen
2013-10-20 02:14:09.107;Ch101;kitchen
2013-10-20 02:14:14.314;Ch101;kitchen
2013-10-20 02:14:14.364;Ch102;room
2013-10-20 02:14:19.552;Ch102;room
2013-10-20 02:14:20.313;Ch102;room
2013-10-20 02:14:25.500;Ch102;room
2013-10-20 02:14:37.387;Ch104;dinner
2013-10-20 02:14:42.004;Ch104;dinner
2013-10-20 02:14:42.575;Ch104;dinner
2013-10-20 02:14:46.240;Ch104;dinner
2013-10-20 02:14:46.851;Ch104;dinner
2013-10-20 02:14:47.241;Ch104;dinner
2013-10-20 02:14:51.437;Ch104;dinner
2013-10-20 02:14:52.709;Ch104;dinner
2013-10-20 02:14:55.904;Ch104;dinner
2013-10-20 02:14:57.897;Ch104;dinner
2013-10-20 02:14:58.057;Ch104;dinner
2013-10-20 02:15:01.111;Ch104;dinner
2013-10-20 02:15:03.194;Ch104;dinner
2013-10-20 02:15:05.337;Ch104;dinner
2013-10-20 02:15:06.139;Ch104;dinner
2013-10-20 02:15:06.770;Ch104;dinner
2013-10-20 02:15:09.914;Ch104;dinner
2013-10-20 02:15:10.545;Ch104;dinner
2013-10-20 02:15:11.326;Ch104;dinner
2013-10-20 02:15:11.977;Ch104;dinner
2013-10-20 02:15:12.127;Ch104;dinner
2013-10-20 02:15:13.780;Ch104;dinner
2013-10-20 02:15:15.112;Ch104;dinner
2013-10-20 02:15:17.315;Ch104;dinner
2013-10-20 02:15:18.977;Ch104;dinner
2013-10-20 02:15:20.279;Ch104;dinner
2013-10-20 02:15:25.476;Ch104;dinner
2013-10-20 02:15:27.259;Ch104;dinner
2013-10-20 02:15:32.456;Ch104;dinner
2013-10-20 02:15:36.032;Ch104;dinner
2013-10-20 02:15:38.245;Ch104;dinner
2013-10-20 02:15:41.219;Ch104;dinner
2013-10-20 02:15:41.560;Ch104;dinner
2013-10-20 02:15:41.650;Ch104;dinner
2013-10-20 02:15:43.442;Ch104;dinner
2013-10-20 02:15:43.863;Ch104;dinner
2013-10-20 02:15:46.737;Ch104;dinner
2013-10-20 02:15:46.837;Ch104;dinner
2013-10-20 02:15:47.047;Ch104;dinner
2013-10-20 02:15:49.070;Ch104;dinner
2013-10-20 02:15:52.275;Ch104;dinner
2013-10-20 02:15:55.590;Ch102;room
2013-10-20 02:15:58.334;Ch102;room
2013-10-20 02:15:59.786;Ch102;room
2013-10-20 02:16:00.787;Ch102;room
2013-10-20 02:16:01.658;Ch102;room
2013-10-20 02:16:03.531;Ch102;room
2013-10-20 02:16:04.272;Ch102;room
2013-10-20 02:16:04.973;Ch102;room
2013-10-20 02:16:06.836;Ch102;room
2013-10-20 02:16:09.470;Ch102;room
2013-10-20 04:34:50.575;Ch101;kitchen
2013-10-20 04:34:55.772;Ch101;kitchen
2013-10-20 04:34:57.545;Ch101;kitchen
2013-10-20 04:35:02.742;Ch101;kitchen
2013-10-20 04:35:08.280;Ch102;room
2013-10-20 04:35:13.468;Ch102;room
2013-10-20 04:35:14.589;Ch102;room
2013-10-20 04:35:19.767;Ch102;room
2013-10-20 04:35:20.558;Ch102;room
2013-10-20 04:35:23.522;Ch104;dinner
2013-10-20 04:35:25.735;Ch102;room
2013-10-20 04:35:28.710;Ch104;dinner
2013-10-20 04:35:31.233;Ch104;dinner
2013-10-20 04:35:36.421;Ch104;dinner
2013-10-20 04:36:09.919;Ch102;room
2013-10-20 04:36:11.802;Ch102;room
2013-10-20 04:36:14.205;Ch102;room
2013-10-20 04:36:15.116;Ch102;room
2013-10-20 04:36:17.009;Ch102;room
2013-10-20 04:36:18.441;Ch102;room
2013-10-20 04:36:19.393;Ch102;room
2013-10-20 04:36:20.885;Ch102;room
2013-10-20 04:36:23.639;Ch102;room
2013-10-20 04:36:24.620;Ch102;room
2013-10-20 04:36:26.062;Ch102;room
2013-10-20 04:36:27.995;Ch102;room
2013-10-20 04:36:33.182;Ch102;room
2013-10-20 07:44:32.772;Ch101;kitchen
2013-10-20 07:44:34.945;Ch101;kitchen
2013-10-20 07:44:36.617;Ch101;kitchen
2013-10-20 07:44:37.989;Ch101;kitchen
2013-10-20 07:44:38.290;Ch102;room
2013-10-20 07:44:40.142;Ch101;kitchen
2013-10-20 07:44:41.805;Ch101;kitchen
2013-10-20 07:44:42.345;Ch101;kitchen
2013-10-20 07:44:43.387;Ch102;room
2013-10-20 07:44:43.828;Ch102;room
2013-10-20 07:44:47.533;Ch101;kitchen
2013-10-20 07:44:48.024;Ch101;kitchen
2013-10-20 07:44:48.334;Ch101;kitchen
2013-10-20 07:44:49.005;Ch102;room
2013-10-20 07:44:49.956;Ch102;room
2013-10-20 07:44:53.211;Ch101;kitchen
2013-10-20 07:44:53.521;Ch101;kitchen
2013-10-20 07:44:55.054;Ch102;room
2013-10-20 07:44:55.564;Ch102;room
2013-10-20 07:44:56.095;Ch101;kitchen
2013-10-20 07:45:01.283;Ch101;kitchen
2013-10-20 07:45:02.635;Ch101;kitchen
2013-10-20 07:45:07.812;Ch101;kitchen
2013-10-20 07:45:08.793;Ch101;kitchen
2013-10-20 07:45:13.971;Ch101;kitchen
2013-10-20 07:45:15.864;Ch101;kitchen
2013-10-20 07:45:19.429;Ch101;kitchen
2013-10-20 07:45:21.051;Ch101;kitchen
2013-10-20 07:45:22.794;Ch101;kitchen
2013-10-20 07:45:24.616;Ch101;kitchen
2013-10-20 07:45:24.736;Ch102;room
2013-10-20 07:45:24.967;Ch102;room
2013-10-20 07:45:25.818;Ch101;kitchen
2013-10-20 07:45:27.600;Ch102;room
2013-10-20 07:45:27.981;Ch101;kitchen
2013-10-20 07:45:28.562;Ch101;kitchen
2013-10-20 07:45:29.864;Ch101;kitchen
2013-10-20 07:45:31.005;Ch101;kitchen
2013-10-20 07:45:32.778;Ch102;room
2013-10-20 07:45:33.749;Ch101;kitchen
2013-10-20 07:45:35.061;Ch101;kitchen
2013-10-20 07:48:02.563;Ch104;dinner
2013-10-20 07:48:04.516;Ch104;dinner
2013-10-20 07:48:07.751;Ch104;dinner
2013-10-20 07:48:09.714;Ch104;dinner
2013-10-20 07:48:10.254;Ch104;dinner
2013-10-20 07:48:15.422;Ch104;dinner
2013-10-20 07:49:50.438;Ch102;room
2013-10-20 07:49:52.872;Ch102;room
2013-10-20 07:49:55.626;Ch102;room
2013-10-20 07:49:56.457;Ch102;room
2013-10-20 07:49:58.059;Ch102;room
2013-10-20 07:49:58.560;Ch102;room
2013-10-20 07:49:59.281;Ch102;room
2013-10-20 07:50:01.645;Ch102;room
2013-10-20 07:50:03.758;Ch102;room
2013-10-20 07:50:04.358;Ch102;room
2013-10-20 07:50:04.479;Ch102;room
2013-10-20 07:50:09.556;Ch102;room
2013-10-20 07:50:10.858;Ch102;room
2013-10-20 07:50:16.055;Ch102;room
2013-10-20 07:50:21.263;Ch102;room
2013-10-20 07:50:21.874;Ch102;room
2013-10-20 07:50:22.284;Ch102;room
2013-10-20 07:50:27.081;Ch102;room
2013-10-20 07:50:27.382;Ch102;room
2013-10-20 07:50:30.176;Ch102;room
2013-10-20 07:50:35.373;Ch102;room
2013-10-20 07:50:35.884;Ch102;room
2013-10-20 07:50:41.061;Ch102;room
2013-10-20 07:50:41.372;Ch102;room
2013-10-20 07:50:41.952;Ch102;room
2013-10-20 07:50:46.569;Ch102;room
2013-10-20 07:50:47.150;Ch102;room
2013-10-20 07:50:47.651;Ch102;room
2013-10-20 07:50:52.838;Ch102;room
2013-10-20 07:50:54.671;Ch102;room
2013-10-20 07:50:59.858;Ch102;room
2013-10-20 07:51:01.140;Ch102;room
2013-10-20 07:51:06.067;Ch102;room
2013-10-20 07:51:13.588;Ch102;room
2013-10-20 07:51:18.815;Ch102;room
2013-10-20 07:51:19.466;Ch102;room
2013-10-20 07:51:19.627;Ch102;room
2013-10-20 07:51:24.664;Ch102;room
2013-10-20 07:51:24.824;Ch102;room
2013-10-20 07:51:27.638;Ch102;room
2013-10-20 07:51:28.990;Ch102;room
2013-10-20 07:51:32.826;Ch102;room
2013-10-20 07:51:33.376;Ch102;room
2013-10-20 07:51:34.188;Ch102;room
2013-10-20 07:51:34.548;Ch102;room
2013-10-20 07:51:38.564;Ch102;room
2013-10-20 07:51:39.325;Ch102;room
2013-10-20 07:51:39.756;Ch102;room
2013-10-20 07:51:44.302;Ch102;room
2013-10-20 07:51:44.372;Ch102;room
2013-10-20 07:51:45.053;Ch102;room
2013-10-20 07:51:49.570;Ch102;room
2013-10-20 07:51:50.251;Ch102;room
2013-10-20 07:51:50.351;Ch102;room
2013-10-20 07:51:51.002;Ch102;room
2013-10-20 07:51:55.538;Ch102;room
2013-10-20 07:51:56.179;Ch102;room
2013-10-20 07:52:01.427;Ch102;room
2013-10-20 07:52:06.604;Ch102;room
2013-10-20 08:00:28.115;Ch101;kitchen
2013-10-20 08:00:32.472;Ch101;kitchen
2013-10-20 08:00:32.942;Ch101;kitchen
2013-10-20 08:00:33.323;Ch101;kitchen
2013-10-20 08:00:37.659;Ch101;kitchen
2013-10-20 08:00:38.140;Ch101;kitchen
2013-10-20 08:00:39.672;Ch101;kitchen
2013-10-20 08:00:44.849;Ch101;kitchen
2013-10-20 08:00:53.302;Ch101;kitchen
2013-10-20 08:00:56.997;Ch101;kitchen
2013-10-20 08:00:58.489;Ch101;kitchen
2013-10-20 08:00:58.850;Ch101;kitchen
2013-10-20 08:01:02.184;Ch101;kitchen
2013-10-20 08:01:03.917;Ch101;kitchen
2013-10-20 08:01:04.267;Ch101;kitchen
2013-10-20 08:01:07.442;Ch101;kitchen
2013-10-20 08:01:09.104;Ch101;kitchen
2013-10-20 08:01:09.415;Ch101;kitchen
2013-10-20 08:01:12.429;Ch101;kitchen
2013-10-20 08:01:14.292;Ch101;kitchen
2013-10-20 08:01:17.627;Ch101;kitchen
2013-10-20 08:01:18.127;Ch102;room
2013-10-20 08:01:18.398;Ch101;kitchen
2013-10-20 08:01:23.315;Ch102;room
2013-10-20 08:01:23.615;Ch101;kitchen
2013-10-20 08:01:23.725;Ch102;room
2013-10-20 08:01:24.086;Ch102;room
2013-10-20 08:01:28.903;Ch102;room
2013-10-20 08:01:29.203;Ch102;room
2013-10-20 08:01:29.434;Ch102;room
2013-10-20 08:01:29.864;Ch102;room
2013-10-20 08:01:35.042;Ch102;room
2013-10-20 08:01:36.033;Ch102;room
2013-10-20 08:01:41.170;Ch101;kitchen
2013-10-20 08:01:41.230;Ch102;room
2013-10-20 08:01:45.677;Ch101;kitchen
2013-10-20 08:01:46.017;Ch101;kitchen
2013-10-20 08:01:46.378;Ch101;kitchen
2013-10-20 08:01:46.508;Ch102;room
2013-10-20 08:01:46.758;Ch101;kitchen
2013-10-20 08:01:50.854;Ch101;kitchen
2013-10-20 08:01:51.065;Ch101;kitchen
2013-10-20 08:01:51.205;Ch101;kitchen
2013-10-20 08:01:51.956;Ch101;kitchen
2013-10-20 08:01:56.252;Ch101;kitchen
2013-10-20 08:01:56.983;Ch101;kitchen
2013-10-20 08:01:59.617;Ch102;room
2013-10-20 08:02:02.171;Ch101;kitchen
2013-10-20 08:02:04.814;Ch102;room
