TIMESTAMP;ENTITY_ID;LOCATION
2013-10-20 08:02:06.106;Ch102;room
2013-10-20 08:02:11.294;Ch102;room
2013-10-20 08:02:16.091;Ch102;room
2013-10-20 08:02:21.288;Ch102;room
2013-10-20 08:02:21.649;Ch102;room
2013-10-20 08:02:21.699;Ch102;room
2013-10-20 08:02:26.866;Ch102;room
2013-10-20 08:02:27.637;Ch102;room
2013-10-20 08:02:29.580;Ch102;room
2013-10-20 08:02:32.825;Ch102;room
2013-10-20 08:02:33.195;Ch102;room
2013-10-20 08:02:38.343;Ch102;room
2013-10-20 08:02:39.244;Ch102;room
2013-10-20 08:02:42.549;Ch102;room
2013-10-20 08:02:44.441;Ch102;room
2013-10-20 08:02:45.072;Ch102;room
2013-10-20 08:02:47.746;Ch102;room
2013-10-20 08:02:50.270;Ch102;room
2013-10-20 08:02:52.383;Ch101;kitchen
2013-10-20 08:02:52.884;Ch102;room
2013-10-20 08:02:55.768;Ch101;kitchen
2013-10-20 08:02:57.580;Ch101;kitchen
2013-10-20 08:02:57.871;Ch101;kitchen
2013-10-20 08:02:58.081;Ch102;room
2013-10-20 08:02:58.411;Ch102;room
2013-10-20 08:02:58.952;Ch102;room
2013-10-20 08:03:00.965;Ch101;kitchen
2013-10-20 08:03:02.227;Ch101;kitchen
2013-10-20 08:03:02.988;Ch101;kitchen
2013-10-20 08:03:03.579;Ch102;room
2013-10-20 08:03:03.869;Ch101;kitchen
2013-10-20 08:03:04.170;Ch102;room
2013-10-20 08:03:07.495;Ch101;kitchen
2013-10-20 08:03:08.987;Ch101;kitchen
2013-10-20 08:03:11.240;Ch102;room
2013-10-20 08:03:13.113;Ch101;kitchen
2013-10-20 08:03:13.183;Ch101;kitchen
2013-10-20 08:03:16.427;Ch102;room
2013-10-20 08:03:17.429;Ch101;kitchen
2013-10-20 08:03:17.839;Ch102;room
2013-10-20 08:03:18.300;Ch101;kitchen
2013-10-20 08:03:18.370;Ch101;kitchen
2013-10-20 08:03:22.636;Ch101;kitchen
2013-10-20 08:03:23.037;Ch102;room
2013-10-20 08:03:29.066;Ch102;room
2013-10-20 08:03:33.993;Ch102;room
2013-10-20 08:03:58.047;Ch104;dinner
2013-10-20 08:04:00.661;Ch104;dinner
2013-10-20 08:04:03.245;Ch104;dinner
2013-10-20 08:04:05.858;Ch104;dinner
2013-10-20 08:04:06.640;Ch104;dinner
2013-10-20 08:04:07.040;Ch104;dinner
2013-10-20 08:04:07.551;Ch104;dinner
2013-10-20 08:04:08.993;Ch104;dinner
2013-10-20 08:04:11.837;Ch104;dinner
2013-10-20 08:04:11.957;Ch104;dinner
2013-10-20 08:04:13.930;Ch104;dinner
2013-10-20 08:04:14.331;Ch104;dinner
2013-10-20 08:04:17.145;Ch104;dinner
2013-10-20 08:04:17.335;Ch104;dinner
2013-10-20 08:04:22.522;Ch104;dinner
2013-10-20 08:04:28.151;Ch102;room
2013-10-20 08:04:33.338;Ch102;room
2013-10-20 08:04:35.080;Ch104;dinner
2013-10-20 08:04:35.701;Ch104;dinner
2013-10-20 08:04:38.355;Ch102;room
2013-10-20 08:04:38.916;Ch104;dinner
2013-10-20 08:04:40.288;Ch104;dinner
2013-10-20 08:04:43.543;Ch102;room
2013-10-20 08:04:43.613;Ch104;dinner
2013-10-20 08:04:45.345;Ch104;dinner
2013-10-20 08:04:48.810;Ch104;dinner
2013-10-20 08:04:51.294;Ch104;dinner
2013-10-20 08:04:57.823;Ch104;dinner
2013-10-20 08:04:57.873;Ch104;dinner
2013-10-20 08:05:03.011;Ch104;dinner
2013-10-20 08:05:03.071;Ch104;dinner
2013-10-20 08:05:20.095;Ch104;dinner
2013-10-20 08:05:24.872;Ch104;dinner
2013-10-20 08:05:29.278;Ch104;dinner
2013-10-20 08:05:30.070;Ch104;dinner
2013-10-20 08:05:31.902;Ch104;dinner
2013-10-20 08:05:34.486;Ch104;dinner
2013-10-20 08:05:37.100;Ch104;dinner
2013-10-20 08:05:38.201;Ch104;dinner
2013-10-20 08:05:39.844;Ch104;dinner
2013-10-20 08:05:43.399;Ch104;dinner
2013-10-20 08:05:44.671;Ch104;dinner
2013-10-20 08:05:45.562;Ch104;dinner
2013-10-20 08:05:49.868;Ch104;dinner
2013-10-20 08:05:50.569;Ch104;dinner
2013-10-20 08:05:52.011;Ch104;dinner
2013-10-20 08:05:55.777;Ch104;dinner
2013-10-20 08:05:58.460;Ch104;dinner
2013-10-20 08:05:58.761;Ch104;dinner
2013-10-20 08:06:03.878;Ch104;dinner
2013-10-20 08:06:06.041;Ch104;dinner
2013-10-20 08:06:11.239;Ch104;dinner
2013-10-20 08:06:12.000;Ch104;dinner
2013-10-20 08:06:17.187;Ch104;dinner
2013-10-20 08:06:18.599;Ch104;dinner
2013-10-20 08:06:20.051;Ch104;dinner
2013-10-20 08:06:25.249;Ch104;dinner
2013-10-20 08:06:25.639;Ch104;dinner
2013-10-20 08:06:30.797;Ch104;dinner
2013-10-20 08:06:50.906;Ch104;dinner
2013-10-20 08:06:56.093;Ch104;dinner
2013-10-20 08:06:56.404;Ch104;dinner
2013-10-20 08:06:57.305;Ch104;dinner
2013-10-20 08:07:01.591;Ch104;dinner
2013-10-20 08:07:03.083;Ch104;dinner
2013-10-20 08:07:03.254;Ch104;dinner
2013-10-20 08:07:08.451;Ch104;dinner
2013-10-20 08:07:09.192;Ch104;dinner
2013-10-20 08:07:09.603;Ch104;dinner
2013-10-20 08:07:14.420;Ch104;dinner
2013-10-20 08:07:14.700;Ch104;dinner
2013-10-20 08:07:16.703;Ch104;dinner
2013-10-20 08:07:16.913;Ch104;dinner
2013-10-20 08:07:21.850;Ch104;dinner
2013-10-20 08:07:22.161;Ch104;dinner
2013-10-20 08:07:23.042;Ch104;dinner
2013-10-20 08:07:28.219;Ch104;dinner
2013-10-20 08:07:31.424;Ch104;dinner
2013-10-20 08:07:36.581;Ch104;dinner
2013-10-20 08:07:36.672;Ch104;dinner
2013-10-20 08:07:37.222;Ch104;dinner
2013-10-20 08:07:41.859;Ch104;dinner
2013-10-20 08:07:42.159;Ch104;dinner
2013-10-20 08:07:42.690;Ch104;dinner
2013-10-20 08:07:47.307;Ch104;dinner
2013-10-20 08:07:48.649;Ch104;dinner
2013-10-20 08:07:53.836;Ch104;dinner
2013-10-20 08:07:54.447;Ch104;dinner
2013-10-20 08:07:54.958;Ch104;dinner
2013-10-20 08:07:59.595;Ch104;dinner
2013-10-20 08:08:00.155;Ch104;dinner
2013-10-20 08:08:00.476;Ch102;room
2013-10-20 08:08:01.177;Ch104;dinner
2013-10-20 08:08:04.772;Ch104;dinner
2013-10-20 08:08:05.673;Ch102;room
2013-10-20 08:08:06.234;Ch104;dinner
2013-10-20 08:08:09.479;Ch102;room
2013-10-20 08:08:10.560;Ch102;room
2013-10-20 08:08:16.689;Ch102;room
2013-10-20 08:08:27.064;Ch102;room
2013-10-20 08:09:04.638;Ch104;dinner
2013-10-20 08:09:05.249;Ch104;dinner
2013-10-20 08:09:09.225;Ch102;room
2013-10-20 08:09:09.816;Ch104;dinner
2013-10-20 08:09:10.577;Ch104;dinner
2013-10-20 08:09:23.305;Ch104;dinner
2013-10-20 08:09:28.492;Ch104;dinner
2013-10-20 08:09:32.558;Ch104;dinner
2013-10-20 08:09:34.070;Ch104;dinner
2013-10-20 08:09:37.746;Ch104;dinner
2013-10-20 08:09:39.258;Ch104;dinner
2013-10-20 08:10:44.381;Ch102;room
2013-10-20 08:10:46.845;Ch102;room
2013-10-20 08:10:48.638;Ch102;room
2013-10-20 08:10:48.748;Ch102;room
2013-10-20 08:10:49.579;Ch102;room
2013-10-20 08:10:52.463;Ch102;room
2013-10-20 08:10:53.855;Ch102;room
2013-10-20 08:10:57.891;Ch102;room
2013-10-20 08:10:58.572;Ch102;room
2013-10-20 08:10:59.093;Ch102;room
2013-10-20 08:11:03.759;Ch102;room
2013-10-20 08:11:55.193;Ch102;room
2013-10-20 08:13:18.974;Ch102;room
2013-10-20 08:14:04.960;Ch102;room
2013-10-20 08:14:40.892;Ch102;room
2013-10-20 08:15:22.041;Ch102;room
2013-10-20 08:15:54.968;Ch102;room
2013-10-20 08:15:59.565;Ch102;room
2013-10-20 08:16:00.226;Ch102;room
2013-10-20 08:16:04.131;Ch102;room
2013-10-20 08:16:09.329;Ch102;room
2013-10-20 08:16:10.050;Ch102;room
2013-10-20 08:16:10.791;Ch102;room
2013-10-20 08:16:14.646;Ch102;room
2013-10-20 08:16:16.930;Ch102;room
2013-10-20 08:16:19.854;Ch102;room
2013-10-20 08:16:22.127;Ch102;room
2013-10-20 08:16:22.478;Ch102;room
2013-10-20 08:16:27.625;Ch102;room
2013-10-20 08:16:31.431;Ch102;room
2013-10-20 08:16:33.043;Ch102;room
2013-10-20 08:16:36.588;Ch102;room
2013-10-20 08:16:38.230;Ch102;room
2013-10-20 08:16:38.951;Ch102;room
2013-10-20 08:16:42.046;Ch102;room
2013-10-20 08:16:44.099;Ch102;room
2013-10-20 08:16:47.153;Ch102;room
2013-10-20 08:17:00.953;Ch102;room
2013-10-20 08:17:06.110;Ch102;room
2013-10-20 08:17:10.437;Ch102;room
2013-10-20 08:17:15.854;Ch102;room
2013-10-20 08:17:20.401;Ch102;room
2013-10-20 08:17:25.558;Ch102;room
2013-10-20 08:17:25.849;Ch102;room
2013-10-20 08:17:30.906;Ch102;room
2013-10-20 08:17:32.268;Ch102;room
2013-10-20 08:17:37.526;Ch102;room
2013-10-20 08:17:52.537;Ch102;room
2013-10-20 08:17:57.685;Ch102;room
2013-10-20 08:18:12.175;Ch102;room
2013-10-20 08:18:17.333;Ch102;room
2013-10-20 08:18:18.975;Ch102;room
2013-10-20 08:18:24.123;Ch102;room
2013-10-20 08:18:27.527;Ch102;room
2013-10-20 08:18:32.455;Ch102;room
2013-10-20 08:18:44.241;Ch102;room
2013-10-20 08:18:49.389;Ch102;room
2013-10-20 08:18:49.960;Ch102;room
2013-10-20 08:18:55.107;Ch102;room
2013-10-20 08:18:56.439;Ch102;room
2013-10-20 08:19:01.586;Ch102;room
2013-10-20 08:19:08.566;Ch102;room
2013-10-20 08:19:13.714;Ch102;room
2013-10-20 08:19:21.175;Ch102;room
2013-10-20 08:19:26.332;Ch102;room
2013-10-20 08:19:26.823;Ch102;room
2013-10-20 08:19:29.647;Ch102;room
2013-10-20 08:19:30.979;Ch102;room
2013-10-20 08:19:31.980;Ch102;room
2013-10-20 08:19:33.082;Ch102;room
2013-10-20 08:19:34.954;Ch102;room
2013-10-20 08:19:37.248;Ch102;room
2013-10-20 08:19:39.611;Ch102;room
2013-10-20 08:20:13.630;Ch102;room
2013-10-20 08:20:23.224;Ch102;room
2013-10-20 08:20:55.120;Ch102;room
2013-10-20 08:22:44.857;Ch102;room
2013-10-20 08:25:18.949;Ch102;room
2013-10-20 08:27:01.206;Ch102;room
2013-10-20 08:27:05.552;Ch102;room
2013-10-20 08:27:10.730;Ch102;room
2013-10-20 08:27:14.776;Ch102;room
2013-10-20 08:27:19.953;Ch102;room
2013-10-20 08:38:16.898;Ch102;room
2013-10-20 08:38:22.085;Ch102;room
2013-10-20 08:38:24.108;Ch102;room
2013-10-20 08:38:27.323;Ch102;room
2013-10-20 08:39:44.023;Ch102;room
2013-10-20 08:44:06.470;Ch102;room
2013-10-20 08:45:47.826;Ch102;room
2013-10-20 08:45:53.014;Ch102;room
2013-10-20 08:47:34.890;Ch102;room
2013-10-20 08:47:37.594;Ch102;room
2013-10-20 08:47:39.507;Ch102;room
2013-10-20 08:47:40.078;Ch102;room
2013-10-20 08:47:43.883;Ch102;room
2013-10-20 08:47:44.284;Ch102;room
2013-10-20 08:47:49.080;Ch102;room
2013-10-20 08:47:52.405;Ch102;room
2013-10-20 08:47:52.746;Ch102;room
2013-10-20 08:47:57.833;Ch102;room
2013-10-20 08:48:09.109;Ch102;room
2013-10-20 08:48:12.033;Ch102;room
2013-10-20 08:48:14.787;Ch102;room
2013-10-20 08:48:17.231;Ch102;room
2013-10-20 08:48:39.503;Ch102;room
2013-10-20 08:49:00.423;Ch102;room
2013-10-20 08:49:01.745;Ch102;room
2013-10-20 08:49:06.932;Ch102;room
2013-10-20 08:49:07.053;Ch102;room
2013-10-20 08:49:12.240;Ch102;room
2013-10-20 08:49:23.366;Ch102;room
2013-10-20 08:49:25.719;Ch102;room
2013-10-20 08:49:28.553;Ch102;room
2013-10-20 08:49:29.835;Ch102;room
2013-10-20 08:49:31.878;Ch102;room
2013-10-20 08:49:49.594;Ch102;room
2013-10-20 08:49:52.848;Ch102;room
2013-10-20 08:49:52.949;Ch102;room
2013-10-20 08:49:55.502;Ch102;room
2013-10-20 08:49:55.622;Ch102;room
2013-10-20 08:50:00.810;Ch102;room
2013-10-20 08:50:02.793;Ch102;room
2013-10-20 08:50:07.970;Ch102;room
2013-10-20 08:50:24.724;Ch102;room
2013-10-20 08:50:44.112;Ch102;room
2013-10-20 08:50:54.157;Ch102;room
2013-10-20 08:51:59.410;Ch102;room
2013-10-20 08:52:16.425;Ch102;room
2013-10-20 08:52:21.612;Ch102;room
2013-10-20 08:52:26.429;Ch102;room
2013-10-20 08:52:26.650;Ch102;room
2013-10-20 08:52:31.647;Ch102;room
2013-10-20 08:52:32.198;Ch102;room
2013-10-20 08:52:36.914;Ch102;room
2013-10-20 08:52:37.335;Ch102;room
2013-10-20 08:52:42.112;Ch102;room
2013-10-20 08:52:42.412;Ch102;room
2013-10-20 08:52:43.424;Ch102;room
2013-10-20 08:52:44.696;Ch102;room
2013-10-20 08:52:47.570;Ch102;room
2013-10-20 08:52:49.492;Ch102;room
2013-10-20 08:52:51.195;Ch102;room
2013-10-20 08:52:56.352;Ch102;room
2013-10-20 08:52:56.653;Ch102;room
2013-10-20 08:52:59.337;Ch102;room
2013-10-20 08:53:01.760;Ch102;room
2013-10-20 08:53:04.534;Ch102;room
2013-10-20 08:53:09.481;Ch102;room
2013-10-20 08:53:11.083;Ch102;room
2013-10-20 08:53:13.597;Ch102;room
2013-10-20 08:53:14.599;Ch102;room
2013-10-20 08:53:18.855;Ch102;room
2013-10-20 08:53:19.095;Ch102;room
2013-10-20 08:53:19.856;Ch102;room
2013-10-20 08:53:25.024;Ch102;room
2013-10-20 08:53:25.354;Ch102;room
2013-10-20 08:53:28.098;Ch102;room
2013-10-20 08:53:30.521;Ch102;room
2013-10-20 08:53:31.242;Ch102;room
2013-10-20 08:53:36.350;Ch102;room
2013-10-20 08:53:37.251;Ch102;room
2013-10-20 08:53:39.935;Ch102;room
2013-10-20 08:53:42.378;Ch102;room
2013-10-20 08:53:42.819;Ch102;room
2013-10-20 08:53:46.915;Ch102;room
2013-10-20 08:53:47.987;Ch102;room
2013-10-20 08:53:48.808;Ch102;room
2013-10-20 08:53:49.118;Ch102;room
2013-10-20 08:53:52.122;Ch102;room
2013-10-20 08:53:53.955;Ch102;room
2013-10-20 08:53:58.822;Ch102;room
2013-10-20 08:54:03.068;Ch102;room
2013-10-20 08:54:06.243;Ch102;room
2013-10-20 08:54:08.286;Ch102;room
2013-10-20 08:54:09.207;Ch102;room
2013-10-20 08:54:10.569;Ch102;room
2013-10-20 08:54:12.472;Ch102;room
2013-10-20 08:54:14.445;Ch102;room
2013-10-20 08:54:18.140;Ch102;room
2013-10-20 08:54:20.453;Ch102;room
2013-10-20 08:54:21.435;Ch102;room
2013-10-20 08:54:27.003;Ch102;room
2013-10-20 08:54:27.233;Ch102;room
2013-10-20 08:54:27.894;Ch102;room
2013-10-20 08:54:33.222;Ch102;room
2013-10-20 08:54:35.144;Ch102;room
2013-10-20 08:54:35.214;Ch102;room
2013-10-20 08:54:38.399;Ch102;room
2013-10-20 08:54:41.223;Ch102;room
2013-10-20 08:54:41.413;Ch102;room
2013-10-20 08:54:43.717;Ch102;room
2013-10-20 08:54:44.057;Ch102;room
2013-10-20 08:54:47.492;Ch102;room
2013-10-20 08:54:47.923;Ch102;room
2013-10-20 08:54:48.884;Ch102;room
2013-10-20 08:54:48.994;Ch102;room
2013-10-20 08:54:49.365;Ch102;room
2013-10-20 08:54:49.535;Ch102;room
2013-10-20 08:54:52.499;Ch102;room
2013-10-20 08:54:54.182;Ch102;room
2013-10-20 08:54:54.552;Ch102;room
2013-10-20 08:54:54.652;Ch102;room
2013-10-20 08:54:54.753;Ch102;room
2013-10-20 08:54:55.794;Ch102;room
2013-10-20 08:54:59.419;Ch102;room
2013-10-20 08:55:03.946;Ch102;room
2013-10-20 08:55:09.143;Ch102;room
2013-10-20 08:55:09.874;Ch102;room
2013-10-20 08:55:14.912;Ch102;room
